year,unitid,inst_name,state_abbr,inst_control,institution_level,number_admitted,number_applied,reqt_hs_rank,reqt_test_scores,reqt_other_test,reqt_toefl,years_college_reqd,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,inst_status,degree_granting,open_public,postsec_public_active_title_iv,inst_category,primarily_postsecondary,offering_highest_degree,offering_highest_level,offering_undergrad,inst_affiliation,student_faculty_ratio,tuition_payment_plan
"2022","115010","Glendale Career College","CA","Private for-profit","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","","No"
"2022","497338","Glendale Career College-North-West College-Bakersfield","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","","Yes"
"2022","115001","Glendale Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","449384","Gnomon","CA","Private for-profit","Four or more years","32","65","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Considered","Required","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","","Yes"
"2022","115083","Golden Gate University","CA","Private not-for-profit","Four or more years","","","","","","","1","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","115126","Golden West College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","481058","Grace Mission University","CA","Private not-for-profit","Four or more years","","","","","","","4","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, other","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","","Yes"
"2022","115214","Graduate Theological Union","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2022","115296","Grossmont College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","115287","Grossmont-Cuyamaca Community College District","CA","Public","At least two but less than four years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Not applicable"
"2022","459213","Gurnick Academy of Medical Arts","CA","Private for-profit","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","","Yes"
"2022","383084","Hacienda La Puente Adult Education","CA","Public","At least two but less than four years","333","354","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","115393","Hartnell College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","115409","Harvey Mudd College","CA","Private not-for-profit","Four or more years","593","4440","Considered","Considered","Neither required nor recommended","Required","Not applicable","No","Considered","Required","Required","Required","Neither required nor recommended","102","43","41","17","720","770","760","790","34","36","35","36","34","36","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","111045","Haven University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, professional practice","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","","Yes"
"2022","454795","Healing Hands School of Holistic Health","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","450960","Healthcare Career College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Private for-profit","","Yes"
